Email,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,Searches
v1vmgx5d@connect.np.edu.sg,19,12,3,0,5,1,16,2,3,0,17,8,15,16,9,"P01,P11,P07,P14,P13,P02"
36pgzt82@outlook.com,0,12,9,12,6,17,12,8,18,6,2,5,10,3,19,"P15,P09,P06,P02,P04,P07"
tcgmzm6s@gmail.com,12,18,12,5,16,13,2,13,20,19,11,4,6,10,8,"P09,P10,P02,P05,P06,P08"
kv005t0o@outlook.com,6,0,13,4,8,13,13,14,9,14,19,5,4,14,10,"P11,P08,P10,P14,P03,P06"
28pt3090@connect.np.edu.sg,18,15,10,15,10,11,12,13,7,15,20,6,17,8,18,"P11,P01,P15,P13,P02,P04"
wvcw6mvh@connect.np.edu.sg,16,10,5,2,4,1,14,14,10,15,9,4,19,2,14,"P13,P01,P10,P01,P08,P15"
wjv0emu5@connect.np.edu.sg,10,12,7,4,17,7,8,4,7,17,12,13,1,0,11,"P05,P10,P12,P02,P11,P15"
0sr6goao@gmail.com,12,4,20,19,18,5,19,2,5,2,7,16,8,14,16,"P03,P04,P07,P05,P12,P15"
okn7t7er@gmail.com,15,16,5,14,0,2,4,20,5,17,11,16,13,18,4,"P08,P14,P10,P02,P12,P01"
uhqjng2j@yahoo.com,10,2,9,2,3,4,12,6,0,9,9,9,10,3,2,"P07,P01,P13,P03,P10,P11"
h3j9j9nr@outlook.com,0,2,16,4,19,6,19,16,1,17,1,20,19,5,17,"P12,P05,P07,P13,P10,P15"
jl00xhu1@yahoo.com,14,2,13,8,0,14,5,13,12,6,1,8,14,12,3,"P01,P06,P13,P03,P08,P09"
ryy6fsgt@outlook.com,19,11,16,20,13,8,11,4,4,15,8,12,4,1,9,"P04,P01,P03,P10,P05,P12"
0wanzxhs@yahoo.com,2,5,6,12,3,7,7,8,10,6,13,2,12,3,10,"P11,P04,P13,P09,P15,P08"
kqvu9h68@outlook.com,10,17,0,7,8,6,2,15,13,16,12,20,14,3,19,"P12,P15,P02,P10,P08,P13"
dncsdofc@gmail.com,10,5,5,10,4,1,16,10,4,7,2,6,3,2,20,"P15,P07,P01,P04,P08,P10"
pgpwjfh1@gmail.com,5,19,17,4,10,4,0,18,5,1,9,20,15,5,10,"P12,P02,P08,P03,P13,P05"
yvuks3nd@connect.np.edu.sg,7,10,1,10,9,4,8,18,8,9,6,4,8,4,2,"P08,P02,P04,P05,P10,P07"
2lgfxzew@outlook.com,3,16,12,3,17,11,12,7,16,9,16,1,19,6,8,"P13,P05,P02,P09,P11,P03"
ummvyg8n@outlook.com,19,15,0,19,3,7,12,19,8,0,0,7,19,3,18,"P01,P04,P08,P07,P15,P02"
bkz2h2oe@yahoo.com,17,4,14,10,19,15,9,11,7,16,11,10,17,1,17,"P05,P01,P13,P15,P10,P06"
uj1s54xe@yahoo.com,0,4,2,3,15,1,0,11,15,16,1,9,8,17,14,"P15,P10,P05,P09,P15,P08"
mfb1tytw@gmail.com,20,6,11,18,17,6,6,17,17,6,5,18,4,2,10,"P01,P01,P12,P05,P08,P09"
12l84mmt@gmail.com,2,6,13,16,19,17,11,7,5,16,17,3,10,15,12,"P05,P06,P11,P04,P10,P14"
wendnq6j@outlook.com,13,8,14,15,1,8,6,19,1,4,13,13,19,15,19,"P08,P13,P15,P04,P14,P03"
m9wjhlcw@connect.np.edu.sg,6,10,18,13,16,16,8,12,13,19,15,7,7,16,14,"P10,P03,P05,P06,P14,P11"
89sigj22@outlook.com,5,3,12,16,1,6,13,10,15,19,15,19,8,4,0,"P10,P12,P04,P09,P11,P07"
882ndw2q@outlook.com,13,14,7,7,20,5,14,6,9,2,4,1,9,20,11,"P05,P14,P02,P07,P01,P15"
nhhlnb5h@connect.np.edu.sg,8,17,13,0,2,2,15,0,0,5,18,17,7,4,16,"P11,P02,P12,P15,P07,P03"
9j7wsng0@outlook.com,19,20,17,6,9,20,13,15,15,20,14,10,12,4,11,"P02,P06,P10,P01,P07,P08"
64uj0frz@connect.np.edu.sg,8,6,2,16,10,11,3,20,17,11,2,13,0,2,0,"P08,P09,P04,P12,P06,P12"
7b6h97di@connect.np.edu.sg,0,16,7,6,8,14,12,16,10,8,6,1,20,7,14,"P13,P02,P08,P06,P15,P07"
v28k2ma7@outlook.com,10,4,10,18,12,10,18,10,17,2,1,7,8,19,10,"P14,P04,P07,P09,P05,P01"
dfsub4rg@connect.np.edu.sg,6,18,15,5,19,15,5,5,0,15,18,1,0,11,6,"P05,P02,P11,P03,P06,P10"
33z14jyh@connect.np.edu.sg,11,1,14,6,20,11,8,5,13,13,0,8,16,2,0,"P05,P13,P03,P09,P10,P01"
dl5a6pr2@gmail.com,1,12,8,15,14,16,9,15,17,8,4,3,17,1,9,"P09,P13,P06,P04,P08,P05"
cn3eckof@connect.np.edu.sg,19,19,18,2,4,4,12,18,2,18,7,17,5,7,18,"P01,P02,P03,P08,P10,P15"
j6xlioao@gmail.com,15,8,10,17,3,13,3,7,4,7,0,8,3,13,11,"P04,P01,P06,P14,P15,P03"
prlsnzt7@gmail.com,20,19,5,7,11,8,20,8,7,0,16,15,11,6,14,"P01,P07,P02,P11,P12,P15"
r3yukua5@outlook.com,6,18,1,18,8,12,13,8,15,16,0,5,6,13,4,"P02,P04,P10,P09,P07,P14"
m1wf6x7l@connect.np.edu.sg,9,7,6,15,6,3,20,12,19,2,16,7,0,2,11,"P07,P09,P11,P04,P08,P15"
wh0po2f7@connect.np.edu.sg,20,5,6,2,15,9,14,12,19,0,12,8,1,5,0,"P01,P09,P05,P07,P15,P11"
u3p6o4xw@outlook.com,8,16,16,13,12,8,15,5,16,5,16,18,0,7,1,"P12,P02,P03,P09,P11,P07"
cawwcf58@outlook.com,15,10,20,12,3,18,1,5,4,13,9,14,20,2,0,"P03,P13,P01,P01,P12,P10"
dmkx5yuk@outlook.com,6,14,3,3,20,0,4,19,15,5,5,8,3,0,1,"P05,P08,P09,P02,P12,P11"
fm5vlfif@yahoo.com,15,6,16,8,16,20,1,4,8,12,9,14,12,8,2,"P06,P03,P05,P01,P12,P10"
h9fbuu71@connect.np.edu.sg,3,5,14,11,14,1,6,10,8,6,14,12,18,12,4,"P13,P03,P05,P11,P12,P14"
j12ypeva@connect.np.edu.sg,2,0,2,8,2,20,2,10,17,3,8,0,13,4,13,"P06,P09,P13,P15,P13,P04"
j8d5y3d1@yahoo.com,6,20,3,3,11,0,15,14,20,12,14,17,17,20,10,"P02,P09,P14,P12,P13,P07"
y675e4pu@connect.np.edu.sg,20,16,11,8,13,17,0,0,13,3,1,15,14,1,11,"P01,P06,P02,P12,P13,P05"
ifslid4d@outlook.com,14,13,14,14,1,1,3,9,0,18,0,6,3,7,1,"P10,P01,P03,P04,P02,P08"
7vougp6k@yahoo.com,19,7,10,19,13,5,1,4,15,9,18,19,9,17,16,"P01,P04,P12,P11,P14,P15"
eniv4y18@yahoo.com,20,15,5,10,18,1,10,6,7,18,17,20,17,3,17,"P03,P12,P05,P10,P11,P13"
marexb70@connect.np.edu.sg,16,2,9,9,4,12,5,12,20,14,20,2,11,8,14,"P09,P11,P01,P10,P15,P06"
9qkel201@gmail.com,14,19,17,0,1,18,16,17,18,16,7,8,12,16,5,"P02,P06,P09,P03,P08,P07"
e9hrlew3@connect.np.edu.sg,7,4,7,15,4,9,7,13,14,17,4,4,12,13,10,"P10,P04,P09,P08,P14,P13"
damu3nae@connect.np.edu.sg,10,13,9,2,3,12,4,5,20,12,2,17,2,16,15,"P09,P12,P14,P15,P02,P06"
fluct2ko@yahoo.com,10,16,18,4,10,10,1,5,4,6,1,20,13,2,11,"P12,P03,P02,P13,P15,P01"
8b9bqeh8@outlook.com,0,16,2,6,9,2,5,2,0,12,4,7,3,0,4,"P02,P10,P05,P12,P04,P07"
h7bpro92@gmail.com,10,8,4,17,0,14,3,13,0,7,5,8,15,8,10,"P04,P13,P06,P08,P01,P15"
u0dxxw27@gmail.com,5,5,4,7,13,5,17,5,2,15,15,16,10,20,19,"P14,P15,P07,P12,P10,P11"
zy4ljc5j@yahoo.com,4,6,4,4,16,14,11,11,15,4,19,15,15,15,0,"P11,P05,P09,P12,P13,P14"
yaoyxaal@connect.np.edu.sg,10,10,8,18,10,17,12,15,12,8,20,1,0,18,13,"P11,P04,P14,P01,P08,P15"
vipyv23l@yahoo.com,3,0,7,2,2,0,14,1,19,17,10,1,1,15,1,"P09,P10,P14,P07,P11,P03"
jf9j58td@yahoo.com,8,15,18,1,18,5,20,19,10,1,5,2,16,16,20,"P07,P15,P08,P13,P05,P13"
oq60cv7n@gmail.com,5,20,2,0,1,10,19,10,13,14,0,15,0,8,18,"P02,P07,P15,P12,P07,P09"
y8msx44l@gmail.com,4,13,12,2,2,18,14,10,20,10,3,19,13,16,11,"P09,P12,P06,P14,P07,P02"
dkgnabb3@outlook.com,0,16,3,12,11,16,14,3,14,8,19,9,19,4,0,"P11,P13,P02,P06,P07,P09"
pxwni0vu@gmail.com,11,13,13,0,12,17,6,0,19,4,20,13,12,4,9,"P11,P09,P06,P02,P03,P12"
wa95pkxo@yahoo.com,3,11,8,2,9,0,2,0,6,10,14,9,17,2,17,"P13,P15,P11,P02,P10,P05"
8t8zroog@gmail.com,19,2,2,7,6,1,1,2,3,7,11,15,4,10,5,"P01,P12,P11,P14,P04,P10"
uxep49rp@connect.np.edu.sg,7,9,9,3,11,8,19,8,20,13,11,3,2,16,17,"P09,P07,P15,P14,P10,P05"
nn4laagz@outlook.com,15,7,16,17,15,14,1,2,7,4,7,8,1,19,15,"P14,P04,P03,P01,P05,P15"
sll0xvk6@yahoo.com,0,16,15,19,15,14,11,10,8,14,8,11,0,13,19,"P04,P15,P02,P03,P05,P06"
69s5fhtu@yahoo.com,13,7,18,11,11,14,6,13,2,19,13,15,10,13,2,"P10,P03,P12,P06,P01,P08"
4316jew5@outlook.com,7,2,18,5,15,19,10,12,8,19,20,8,20,1,19,"P11,P13,P06,P10,P15,P03"
8hthhssq@gmail.com,7,17,4,5,14,13,16,20,15,5,10,8,16,4,19,"P08,P15,P02,P07,P13,P09"
m37zxt5d@yahoo.com,16,8,0,1,2,4,4,9,13,17,1,1,5,14,7,"P10,P01,P14,P09,P08,P02"
hxxse43n@connect.np.edu.sg,5,13,3,9,5,4,8,3,17,1,20,5,14,3,11,"P11,P09,P13,P02,P15,P04"
sq59w9sf@gmail.com,12,19,20,5,9,15,14,4,3,17,20,6,19,13,19,"P03,P11,P02,P13,P15,P10"
73n362r0@connect.np.edu.sg,12,6,17,15,8,8,10,7,15,3,4,11,0,10,16,"P03,P15,P04,P09,P01,P12"
e352iafd@connect.np.edu.sg,13,3,16,3,11,19,13,15,1,20,5,8,1,6,13,"P10,P06,P03,P08,P01,P07"
tcao6lqq@gmail.com,8,20,5,12,7,15,0,4,9,20,17,14,12,14,11,"P02,P10,P11,P06,P12,P14"
j4zw1m3o@gmail.com,19,1,13,20,18,2,3,8,19,7,3,2,4,0,5,"P04,P01,P09,P05,P03,P08"
3n71zu0k@gmail.com,0,5,19,11,4,15,16,14,15,12,12,11,15,6,1,"P03,P07,P06,P09,P13,P08"
qd2mmk34@gmail.com,18,3,4,13,11,7,5,2,15,9,12,19,16,1,3,"P12,P01,P13,P09,P04,P11"
fusmbk20@connect.np.edu.sg,17,10,11,14,12,9,9,4,0,6,7,10,11,1,20,"P15,P01,P04,P05,P03,P13"
tivce698@gmail.com,17,19,3,10,8,9,9,5,16,19,18,12,12,9,10,"P02,P10,P11,P01,P09,P12"
f6ofneju@connect.np.edu.sg,18,14,18,0,15,18,0,17,8,3,8,3,2,12,20,"P15,P01,P03,P06,P08,P05"
7ssbjs2f@yahoo.com,17,16,6,17,3,2,11,7,10,0,11,4,8,16,3,"P01,P04,P02,P14,P07,P11"
rj8uaruh@outlook.com,5,12,12,20,13,1,16,20,16,14,17,11,9,7,6,"P04,P08,P11,P07,P09,P10"
gyz74lzf@connect.np.edu.sg,0,13,12,7,20,9,15,5,3,5,6,10,20,20,14,"P05,P13,P14,P07,P15,P02"
uigx0ayw@gmail.com,11,4,14,14,0,7,18,9,9,12,15,9,18,0,6,"P07,P15,P11,P03,P04,P10"
bq0gp5mp@yahoo.com,6,5,2,12,0,18,6,0,6,0,15,15,4,13,18,"P06,P15,P11,P12,P14,P05"
354mw1m9@outlook.com,13,0,14,18,19,11,12,7,3,2,18,4,7,10,6,"P05,P04,P11,P03,P01,P07"
rela3q49@yahoo.com,2,2,20,0,10,11,9,1,12,0,18,7,11,12,20,"P03,P15,P11,P09,P14,P06"
9x7jmow0@connect.np.edu.sg,0,4,3,15,17,5,17,17,5,12,20,17,17,7,8,"P11,P08,P07,P08,P12,P13"
hlpt74es@connect.np.edu.sg,13,19,9,2,1,13,8,7,14,11,8,8,1,0,19,"P02,P15,P09,P01,P06,P10"
l6jgr8we@connect.np.edu.sg,3,12,20,6,16,10,17,11,8,6,2,1,7,18,7,"P03,P14,P07,P05,P02,P08"
ubsorrph@yahoo.com,19,1,7,4,8,15,15,9,18,6,13,6,8,2,10,"P01,P09,P06,P07,P11,P15"
xlby96y5@connect.np.edu.sg,12,4,10,8,12,4,4,12,9,9,20,13,11,20,20,"P11,P03,P15,P12,P01,P05"
sdf5dw0j@yahoo.com,3,6,15,14,10,4,6,12,14,18,4,1,13,12,10,"P10,P03,P04,P09,P13,P08"
efqvboax@gmail.com,17,18,1,9,18,5,5,16,8,18,1,17,6,5,2,"P02,P05,P10,P01,P12,P08"
twkxwaaa@connect.np.edu.sg,13,10,8,2,16,4,11,14,5,1,20,18,1,1,12,"P11,P12,P05,P08,P01,P15"
ie783nx2@yahoo.com,0,20,18,13,5,20,20,13,19,20,4,5,7,2,4,"P02,P06,P07,P10,P09,P03"
gl1iv9hd@gmail.com,11,7,1,10,9,5,0,5,0,8,0,2,5,10,1,"P01,P04,P14,P05,P10,P02"
ccfb8rk2@connect.np.edu.sg,0,1,0,10,4,8,20,9,10,13,13,0,15,20,15,"P07,P14,P13,P15,P10,P11"
yx34ndp0@outlook.com,20,18,10,15,10,17,13,20,6,9,5,20,9,15,6,"P01,P08,P12,P02,P06,P04"
tscsr6qi@outlook.com,14,1,0,7,5,10,19,11,15,17,20,4,2,8,0,"P11,P07,P10,P09,P01,P08"
dawtn3fk@gmail.com,11,19,5,11,7,17,2,11,1,12,14,14,1,15,17,"P02,P06,P15,P14,P11,P12"
zvj3feib@gmail.com,11,18,16,4,10,6,14,2,17,19,18,3,14,13,15,"P10,P02,P11,P09,P03,P15"
3e62dq30@yahoo.com,3,8,2,10,5,16,4,14,3,20,8,15,9,9,4,"P10,P06,P12,P08,P04,P13"
b7f68sie@yahoo.com,15,9,13,16,1,5,0,12,7,4,6,17,3,8,15,"P12,P04,P01,P15,P03,P10"
tdwo5tp1@gmail.com,20,13,8,18,19,20,18,11,4,19,17,19,17,11,2,"P01,P06,P05,P10,P12,P04"
x8edgdwd@outlook.com,7,15,6,17,7,5,4,15,9,15,16,9,2,12,8,"P04,P11,P02,P08,P10,P14"
70eenihb@outlook.com,18,6,5,19,8,13,12,0,6,13,9,16,1,10,8,"P04,P01,P12,P06,P10,P07"
fq4u9p59@yahoo.com,12,17,8,4,18,18,10,18,4,10,11,8,3,14,7,"P05,P06,P08,P02,P14,P03"
t7s1d75o@connect.np.edu.sg,14,3,5,7,1,16,6,16,17,5,6,0,4,2,7,"P09,P06,P08,P01,P04,P15"
6zpvfj7p@connect.np.edu.sg,17,6,0,16,16,14,16,0,2,15,18,16,9,19,20,"P15,P14,P11,P08,P04,P05"
hje7szpd@yahoo.com,4,10,6,16,14,10,0,4,6,19,6,4,0,20,20,"P14,P15,P10,P04,P05,P02"
2e4kkdan@connect.np.edu.sg,15,2,16,19,7,17,16,10,17,7,9,16,20,16,8,"P05,P04,P06,P09,P03,P07"
vmb0x2tm@yahoo.com,18,9,2,7,17,14,20,8,11,12,4,13,15,7,3,"P07,P01,P05,P13,P06,P12"
0o52nbtx@connect.np.edu.sg,5,5,6,6,12,9,12,2,19,9,14,16,10,2,20,"P15,P09,P12,P11,P05,P07"
18mmylri@gmail.com,11,13,8,10,5,6,4,19,8,16,12,8,6,11,4,"P08,P10,P02,P11,P01,P14"
fgb747j0@gmail.com,4,10,1,4,9,19,10,11,16,10,11,11,3,12,19,"P06,P15,P09,P14,P08,P11"
rzh4az9b@connect.np.edu.sg,6,1,16,9,2,3,16,0,10,13,2,15,19,19,12,"P13,P14,P03,P07,P12,P10"
zl8xbs53@yahoo.com,15,8,11,2,6,17,6,15,13,20,19,13,7,19,7,"P10,P11,P14,P06,P01,P08"
8js76n71@connect.np.edu.sg,6,0,10,5,13,6,0,7,8,9,11,3,0,2,4,"P05,P11,P03,P02,P09,P08"
xw355cjp@outlook.com,19,7,5,5,12,6,17,1,11,18,18,4,0,8,7,"P01,P10,P11,P07,P05,P09"
okji3kv9@outlook.com,18,4,17,7,10,3,20,19,1,2,12,14,18,14,11,"P07,P08,P01,P13,P03,P12"
x7xu3yrw@outlook.com,10,7,16,9,6,6,10,12,13,6,11,17,18,6,6,"P13,P12,P03,P09,P08,P11"
fbimc4un@outlook.com,10,2,9,11,8,11,3,14,0,0,11,10,3,20,4,"P14,P08,P04,P06,P11,P01"
nmdxfriw@yahoo.com,14,2,12,9,4,20,0,12,18,16,4,12,13,5,3,"P06,P09,P10,P01,P13,P03"
v33tsror@gmail.com,6,20,17,10,0,13,11,14,18,12,16,15,15,12,17,"P02,P04,P03,P15,P11,P12"
2m4ouj0y@gmail.com,16,14,6,4,20,14,19,2,6,11,10,16,17,1,20,"P05,P15,P07,P13,P01,P12"
fv0k3l3a@connect.np.edu.sg,1,2,13,10,11,15,8,4,9,20,9,11,16,18,10,"P10,P14,P13,P06,P03,P05"
88k3wcf8@outlook.com,6,18,13,13,5,16,19,20,9,13,17,7,14,2,10,"P08,P07,P02,P11,P06,P13"
5owejs4l@gmail.com,2,3,16,4,15,0,20,20,6,17,7,19,1,4,14,"P07,P08,P12,P10,P03,P05"
u969xerw@gmail.com,15,17,2,5,3,3,10,18,3,13,0,16,8,3,17,"P08,P02,P15,P12,P01,P10"
qcc7irm1@outlook.com,0,8,4,20,18,19,8,19,7,3,11,16,8,2,18,"P04,P06,P08,P05,P15,P12"
w3pdf8dp@gmail.com,7,9,9,9,11,19,0,11,0,0,7,20,15,1,5,"P12,P06,P13,P05,P08,P02"
c7dyacdg@gmail.com,6,13,4,0,13,4,18,15,15,16,7,4,14,16,8,"P07,P10,P14,P08,P09,P13"
cgb0o1tb@gmail.com,17,12,18,5,10,2,18,17,17,16,15,6,9,10,15,"P03,P07,P01,P08,P09,P10"
ui7rragm@yahoo.com,7,15,13,19,10,17,11,17,12,15,4,18,6,0,20,"P15,P04,P12,P06,P08,P02"
c78dx0ly@gmail.com,7,16,19,18,4,6,1,7,12,14,0,19,18,16,2,"P03,P12,P04,P13,P02,P14"
l9s9p3gp@outlook.com,9,8,14,19,19,1,18,5,17,18,13,20,10,13,2,"P12,P04,P05,P07,P10,P09"
qxkf0rh3@yahoo.com,1,5,10,3,11,1,7,5,19,13,10,3,15,6,2,"P09,P13,P15,P05,P03,P11"
70d6mxde@gmail.com,14,6,13,0,7,16,8,18,5,3,8,5,20,19,7,"P13,P14,P08,P06,P01,P03"
d0evew1r@yahoo.com,20,4,6,9,18,20,7,19,16,0,20,11,9,8,3,"P01,P06,P11,P08,P05,P09"
q08j8fw5@outlook.com,4,12,20,19,5,14,11,6,4,3,6,8,0,5,15,"P03,P04,P15,P06,P02,P07"
t0amlf9v@gmail.com,15,6,13,3,2,16,14,6,7,3,12,14,3,11,0,"P06,P01,P07,P12,P03,P11"
06ks5pp8@yahoo.com,15,11,8,13,13,10,7,2,10,11,3,18,12,14,9,"P12,P01,P14,P04,P05,P13"
19b5hv0b@connect.np.edu.sg,13,19,9,18,10,0,17,8,16,7,1,15,11,20,3,"P14,P02,P04,P07,P09,P12"
avcgg6cw@gmail.com,0,10,9,15,9,19,14,1,5,17,11,18,3,4,9,"P06,P12,P10,P04,P07,P11"
u5zoit0o@connect.np.edu.sg,7,4,15,12,17,5,9,12,8,16,1,17,20,8,1,"P13,P05,P12,P10,P03,P04"
eha0ght0@yahoo.com,1,15,17,14,10,18,3,17,15,15,14,12,8,10,10,"P06,P03,P12,P02,P09,P10"
0jtz8zz5@connect.np.edu.sg,8,18,9,15,13,15,15,19,17,6,10,1,13,11,18,"P08,P02,P15,P09,P04,P06"
8lt9wa1x@gmail.com,20,10,16,20,9,10,20,7,16,15,20,18,12,3,11,"P01,P04,P07,P11,P12,P03"
ltnjbchs@yahoo.com,17,4,11,19,4,2,15,16,13,12,19,1,10,12,11,"P04,P11,P01,P08,P07,P09"
q5fx7585@yahoo.com,11,15,13,19,8,11,12,0,4,16,9,7,8,3,1,"P04,P10,P02,P03,P07,P01"
7cn3jgmf@outlook.com,0,16,7,1,0,6,18,17,11,6,19,1,9,19,14,"P11,P14,P07,P08,P02,P15"
h9dcpswp@connect.np.edu.sg,2,16,4,5,8,4,10,0,5,2,8,15,3,0,16,"P02,P15,P12,P07,P05,P11"
8au447uo@gmail.com,1,8,12,7,8,2,5,15,4,4,11,18,2,16,5,"P12,P14,P08,P06,P11,P02"
ooabjp54@yahoo.com,13,12,13,17,20,17,5,15,13,7,13,15,12,11,2,"P05,P04,P06,P08,P12,P01"
wwb2tazs@gmail.com,19,17,16,3,1,20,20,6,13,12,7,5,0,17,0,"P06,P07,P01,P02,P14,P07"
bl7plxok@outlook.com,0,20,19,1,4,6,1,1,10,17,13,9,0,4,7,"P02,P03,P10,P11,P09,P12"
4qv9d5d8@yahoo.com,18,0,10,11,13,12,8,18,5,18,0,19,17,3,6,"P12,P01,P08,P10,P13,P05"
skdmndjy@outlook.com,9,15,1,15,3,17,13,4,13,13,14,19,4,12,19,"P12,P15,P06,P02,P04,P11"
a03r2vtz@yahoo.com,14,15,3,11,12,9,10,10,20,17,6,7,9,10,12,"P09,P10,P02,P01,P05,P15"
5f5bjm4c@gmail.com,17,2,3,8,0,9,7,0,2,19,2,13,16,2,14,"P10,P01,P13,P15,P12,P06"
187kr6vk@yahoo.com,17,18,0,19,9,3,15,8,11,6,13,17,6,4,18,"P04,P02,P15,P01,P12,P07"
5zxhm7i3@yahoo.com,11,3,13,1,1,12,20,19,18,7,14,9,11,0,12,"P07,P08,P09,P11,P03,P06"
0d4d2amp@connect.np.edu.sg,1,2,2,11,9,8,5,10,12,17,5,16,8,17,13,"P10,P14,P12,P15,P09,P04"
q16a9y1u@gmail.com,0,8,0,9,8,13,15,20,11,1,9,5,6,13,19,"P08,P15,P07,P06,P14,P09"
fvyp6h5o@outlook.com,10,7,16,18,5,1,13,10,2,11,13,4,10,8,12,"P04,P03,P07,P11,P15,P10"
kose10l9@yahoo.com,20,17,9,20,20,20,2,20,17,20,18,3,14,1,5,"P01,P04,P05,P06,P08,P10"
d6ux76m1@gmail.com,11,3,17,2,1,16,12,5,11,10,10,17,13,4,1,"P03,P02,P06,P13,P07,P01"
yug3dobf@gmail.com,8,16,9,17,10,2,7,20,11,7,4,4,2,9,8,"P08,P04,P02,P09,P05,P03"
ka4g7p8a@gmail.com,16,9,18,8,2,15,9,13,15,19,4,0,3,5,13,"P10,P03,P01,P06,P09,P04"
8hfv8bcj@connect.np.edu.sg,7,13,1,19,11,0,1,0,15,12,13,20,1,7,20,"P12,P15,P09,P09,P02,P11"
hcpxaqnv@outlook.com,10,8,5,15,13,6,0,15,1,18,18,13,3,0,16,"P10,P04,P15,P04,P08,P05"
gw8aszg3@gmail.com,15,16,11,12,4,5,3,10,3,3,14,2,8,3,8,"P02,P01,P11,P04,P03,P08"
f7ngfx3d@gmail.com,16,10,14,12,18,1,17,13,6,13,0,16,6,7,1,"P05,P07,P01,P12,P03,P08"
9qwzcxgd@gmail.com,8,13,7,0,14,5,11,17,20,14,20,19,8,16,14,"P09,P11,P12,P08,P14,P05"
7eca3u5v@yahoo.com,7,16,13,14,4,17,11,6,2,18,19,13,9,1,10,"P11,P10,P06,P02,P04,P03"
i3i4a3aj@gmail.com,20,0,12,0,20,4,14,15,15,11,8,11,12,16,11,"P01,P05,P14,P08,P09,P07"
7c95vc56@gmail.com,17,13,16,2,12,11,6,12,2,10,7,9,5,16,2,"P01,P03,P14,P02,P05,P08"
u4fxc9qz@gmail.com,10,17,15,11,19,0,18,5,6,7,3,13,10,14,8,"P05,P07,P02,P03,P14,P12"
ed0wxybb@outlook.com,6,10,16,10,20,11,3,4,11,18,19,5,6,15,1,"P05,P11,P10,P03,P14,P06"
fmh7oebw@outlook.com,5,8,13,2,16,20,8,1,1,14,4,8,11,16,4,"P06,P05,P14,P10,P03,P13"
bbllqpnm@connect.np.edu.sg,2,7,9,0,13,9,17,13,15,0,14,14,9,20,2,"P14,P07,P09,P11,P09,P05"
mknhtgug@connect.np.edu.sg,15,3,7,16,6,14,17,18,1,11,8,2,2,10,20,"P15,P08,P07,P04,P01,P06"
axxe1xyl@connect.np.edu.sg,20,5,8,14,9,1,16,15,7,9,13,1,5,13,5,"P08,P07,P08,P04,P11,P14"
2i5b6s9k@connect.np.edu.sg,1,0,7,5,2,14,7,6,18,1,3,8,19,3,1,"P13,P09,P06,P12,P03,P07"
bw32vtqs@yahoo.com,14,10,3,18,8,11,19,12,11,13,14,4,16,16,2,"P07,P04,P15,P14,P01,P11"
8asdyzsm@outlook.com,8,0,7,19,2,3,10,13,3,5,16,5,7,18,1,"P15,P14,P11,P08,P07,P01"
tgqotzdi@gmail.com,7,7,14,16,7,10,18,14,19,20,1,9,12,19,5,"P10,P09,P14,P07,P04,P03"
imvaivqz@outlook.com,12,19,6,10,18,19,20,10,7,10,11,7,1,20,2,"P07,P14,P02,P06,P05,P01"
zz3nrblx@connect.np.edu.sg,8,18,3,7,0,9,14,11,13,8,13,3,16,18,18,"P02,P14,P15,P13,P07,P09"
4nj8wkx8@gmail.com,13,1,11,2,14,8,13,4,18,15,17,13,10,0,5,"P09,P11,P10,P05,P01,P07"
1rkh2oso@outlook.com,4,13,0,15,17,17,16,17,1,8,4,6,9,12,17,"P05,P06,P08,P15,P07,P04"
90ing52r@yahoo.com,14,12,5,0,0,3,18,17,17,16,12,2,10,9,10,"P07,P08,P09,P10,P01,P03"
7oher056@outlook.com,19,1,13,16,3,12,12,2,7,10,14,13,10,12,6,"P01,P04,P11,P03,P12,P06"
k5nelp7j@gmail.com,18,2,9,18,17,11,8,1,12,17,18,20,13,18,20,"P09,P15,P01,P04,P11,P14"
b41ee833@yahoo.com,13,15,0,11,0,5,12,18,16,9,12,0,17,11,4,"P08,P13,P09,P02,P01,P07"
yty7f3s9@yahoo.com,0,12,15,16,18,9,0,19,19,6,3,11,14,0,6,"P08,P09,P05,P04,P03,P13"
9lza3o5d@yahoo.com,5,10,12,5,0,13,9,4,13,11,4,6,2,0,10,"P06,P09,P03,P10,P02,P15"
3dr795pj@gmail.com,2,6,6,7,1,20,19,9,13,15,8,3,17,12,11,"P06,P07,P13,P10,P09,P14"
cv79fa4t@gmail.com,6,2,9,5,14,19,13,6,7,9,9,0,1,13,14,"P06,P05,P15,P07,P14,P03"
0cl2hrmg@yahoo.com,12,8,13,8,15,15,1,0,8,14,11,17,20,17,5,"P13,P12,P14,P05,P06,P10"
83ny9lra@connect.np.edu.sg,3,18,13,16,5,17,9,15,16,16,15,2,0,8,14,"P02,P06,P04,P09,P10,P08"
2m80v1gx@gmail.com,16,16,1,6,5,18,3,7,18,0,8,4,15,7,9,"P06,P09,P01,P02,P13,P15"
e9fvgvxe@connect.np.edu.sg,0,6,11,5,2,12,8,11,12,6,8,13,1,20,18,"P14,P15,P12,P06,P09,P03"
