Email,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,Searches
cqnq62g7@connect.np.edu.sg,1,15,18,14,15,10,2,12,12,0,17,2,3,11,12,"P03,P11,P02,P05,P04,P08"
p3ic4nzy@connect.np.edu.sg,12,10,18,14,0,12,9,7,11,14,10,17,7,15,8,"P03,P12,P14,P04,P10,P01"
1kqx2g2n@connect.np.edu.sg,12,16,3,11,10,7,16,15,16,17,5,9,16,1,7,"P10,P02,P07,P09,P13,P08"
7ulrekki@yahoo.com,14,0,3,16,20,12,8,13,7,14,16,3,15,13,6,"P05,P04,P11,P13,P01,P10"
s6sz6oko@outlook.com,0,4,13,9,2,4,20,17,1,6,12,12,18,10,5,"P07,P13,P08,P03,P11,P12"
ej7ijh1o@connect.np.edu.sg,15,13,14,16,20,14,9,19,13,8,8,10,3,2,5,"P05,P08,P04,P01,P03,P06"
aysu7608@gmail.com,12,4,9,15,9,17,8,17,5,19,8,17,7,11,3,"P10,P06,P08,P06,P04,P01"
lmi4x0ni@gmail.com,0,5,14,10,17,20,5,3,19,3,12,6,15,0,9,"P06,P09,P05,P13,P03,P11"
ypo7vy58@connect.np.edu.sg,1,16,16,3,3,18,14,16,18,13,15,20,12,3,5,"P12,P06,P09,P02,P03,P08"
w16o4kr9@yahoo.com,6,11,18,0,3,12,5,0,0,20,1,1,4,5,13,"P10,P03,P15,P06,P02,P01"
wfpgp9x3@yahoo.com,18,8,16,14,0,20,19,5,11,7,4,8,15,15,4,"P06,P07,P01,P03,P13,P14"
g2wjd8g1@connect.np.edu.sg,11,9,6,9,7,14,14,8,20,3,8,19,1,0,19,"P09,P12,P15,P06,P07,P01"
swg28lxr@connect.np.edu.sg,14,20,16,18,10,11,8,11,10,17,0,0,1,14,16,"P02,P04,P10,P03,P15,P01"
zuu7qyxv@connect.np.edu.sg,15,8,11,2,19,1,16,5,2,11,15,2,1,7,19,"P05,P15,P07,P01,P11,P03"
n920rayc@yahoo.com,17,4,1,13,14,20,20,18,5,2,14,13,2,15,11,"P06,P07,P08,P01,P14,P05"
gfu08k9r@connect.np.edu.sg,11,0,20,6,16,17,13,11,1,14,4,15,16,4,12,"P03,P11,P05,P13,P12,P10"
qq2u36nr@yahoo.com,1,13,13,13,19,15,13,6,15,7,8,6,4,14,14,"P05,P06,P09,P14,P15,P02"
pfvlaaly@connect.np.edu.sg,19,12,1,7,17,9,18,5,14,1,6,20,3,20,2,"P12,P14,P01,P07,P05,P09"
e0s2zk8q@gmail.com,9,18,13,19,20,17,8,11,10,6,11,9,16,20,9,"P05,P14,P04,P02,P06,P13"
ij6oft1x@yahoo.com,9,14,3,15,16,2,15,13,20,8,8,5,15,6,5,"P09,P05,P04,P07,P13,P02"
ib6vl5f1@yahoo.com,10,0,1,13,19,4,14,1,8,19,4,16,11,7,14,"P05,P10,P12,P07,P15,P04"
8ojfdlke@gmail.com,9,16,12,6,7,0,2,2,0,20,7,3,4,19,8,"P10,P14,P02,P03,P01,P15"
r98173qg@connect.np.edu.sg,18,13,20,8,20,12,12,5,2,16,0,10,6,2,11,"P03,P05,P01,P10,P02,P06"
qi22hmf1@gmail.com,10,0,13,1,11,10,4,17,18,0,8,9,19,18,20,"P15,P13,P09,P14,P08,P03"
0j01u6e7@connect.np.edu.sg,7,11,13,16,5,3,7,13,6,15,9,11,7,10,13,"P04,P10,P03,P08,P15,P02"
rzds5cwr@yahoo.com,13,16,5,17,3,13,14,4,2,4,12,1,18,16,7,"P13,P04,P02,P14,P07,P01"
foz9ut34@connect.np.edu.sg,10,18,1,17,2,3,16,13,17,1,3,7,20,14,14,"P13,P02,P04,P09,P07,P14"
wwtz541b@outlook.com,18,18,18,19,2,9,12,9,6,17,11,11,0,18,1,"P04,P01,P02,P03,P14,P10"
6y6026fm@yahoo.com,20,7,2,5,18,13,12,1,8,17,7,15,12,2,1,"P01,P05,P10,P12,P06,P07"
qwt7sfak@gmail.com,5,16,13,5,3,0,18,18,15,3,5,7,5,4,8,"P07,P08,P02,P09,P03,P15"
bp86b3me@outlook.com,2,9,8,0,20,11,14,8,11,5,19,17,15,16,9,"P05,P11,P12,P14,P13,P03"
kt3i9nrc@connect.np.edu.sg,0,20,15,8,8,18,6,19,15,3,5,6,14,12,0,"P02,P08,P06,P03,P09,P13"
8jdcdbi5@connect.np.edu.sg,0,3,5,7,9,10,1,19,10,17,6,15,18,0,14,"P08,P13,P10,P12,P15,P06"
2ev6stnw@yahoo.com,11,2,1,20,14,12,15,16,18,11,13,14,3,11,2,"P04,P09,P08,P07,P05,P12"
9x8c97i7@outlook.com,13,5,8,4,0,20,19,15,3,2,4,12,0,0,6,"P06,P07,P08,P01,P12,P03"
6y1r5ix8@yahoo.com,15,9,14,6,4,8,3,13,8,15,15,17,5,5,15,"P12,P01,P10,P11,P15,P03"
o4t6te6u@outlook.com,15,4,12,9,10,7,3,8,5,3,17,7,18,17,19,"P15,P13,P11,P14,P01,P03"
ksneqc03@gmail.com,16,12,11,17,7,13,1,1,8,12,16,15,19,6,11,"P13,P04,P01,P11,P12,P06"
gehpsbkg@gmail.com,5,13,5,10,13,6,10,9,5,19,20,11,14,14,11,"P11,P10,P13,P14,P02,P05"
p7iwkd4d@connect.np.edu.sg,9,20,7,13,11,12,12,10,8,6,6,7,0,16,13,"P02,P14,P04,P15,P06,P07"
cdtu2pwr@gmail.com,11,6,4,2,15,7,8,7,18,6,18,1,6,15,6,"P09,P11,P05,P14,P01,P07"
zqdabhpy@connect.np.edu.sg,16,16,14,1,5,16,20,12,19,13,8,13,8,14,5,"P07,P09,P01,P02,P06,P03"
416xgz6b@yahoo.com,12,1,6,20,5,2,1,17,5,1,3,3,5,4,1,"P04,P08,P01,P03,P05,P09"
11ha60df@gmail.com,18,15,17,1,12,16,3,6,5,18,9,14,12,3,14,"P01,P10,P03,P06,P02,P12"
5yn0f3dy@outlook.com,7,13,4,12,15,1,12,13,16,5,13,7,4,2,18,"P15,P09,P05,P02,P08,P11"
wcojskgz@gmail.com,10,9,16,5,17,14,2,10,20,0,19,14,14,14,16,"P09,P11,P05,P03,P15,P06"
fcosgd8s@gmail.com,6,16,8,8,11,9,0,17,14,16,18,11,6,2,17,"P11,P08,P15,P02,P10,P09"
qh67fxtm@outlook.com,17,9,19,2,14,18,0,11,0,20,6,6,12,1,2,"P10,P03,P06,P01,P05,P13"
j9mk3kp7@yahoo.com,15,13,6,12,6,9,20,1,3,6,5,20,2,17,2,"P07,P12,P14,P01,P02,P04"
qt66y0mk@connect.np.edu.sg,8,17,14,20,3,0,20,17,10,9,11,6,2,2,11,"P04,P07,P02,P08,P03,P11"
zplztvfv@gmail.com,18,9,14,8,6,4,6,3,16,16,8,5,16,10,12,"P01,P09,P10,P13,P03,P15"
6oclifh7@connect.np.edu.sg,15,19,2,2,10,5,18,15,16,10,0,18,18,17,16,"P02,P07,P12,P13,P14,P09"
w8shbaij@gmail.com,18,2,2,20,3,5,1,5,16,12,15,7,17,0,18,"P04,P01,P15,P13,P09,P11"
b83whn8z@outlook.com,6,2,7,6,19,7,16,3,11,8,17,5,11,2,16,"P05,P11,P07,P15,P11,P13"
xomgp8i0@gmail.com,1,5,12,17,10,5,11,17,3,10,1,6,16,18,20,"P01,P14,P04,P08,P13,P03"
a4gxkahh@yahoo.com,10,11,3,5,2,0,9,17,9,9,11,18,7,3,0,"P12,P08,P02,P11,P01,P07"
h5pa5prb@outlook.com,6,17,5,19,5,5,4,10,16,7,4,14,16,7,7,"P04,P02,P09,P13,P12,P08"
ibmhohmr@gmail.com,16,20,9,7,9,1,0,19,19,2,14,13,15,6,4,"P02,P08,P09,P01,P10,P11"
hgulheh2@outlook.com,5,12,1,6,15,2,9,16,18,16,15,5,0,0,14,"P15,P08,P10,P05,P11,P15"
nx9wo0u8@connect.np.edu.sg,1,0,17,15,4,5,18,1,19,14,6,14,17,15,14,"P09,P07,P03,P13,P04,P14"
btmfmexn@gmail.com,12,13,17,16,7,1,10,13,9,2,11,19,15,6,0,"P12,P03,P04,P13,P02,P08"
zcfmy20i@yahoo.com,11,16,5,2,14,6,15,20,18,13,6,9,19,19,19,"P08,P13,P14,P15,P09,P02"
rlxc55w5@gmail.com,8,3,15,9,14,17,14,12,14,3,8,7,11,18,4,"P14,P06,P03,P05,P07,P09"
v2u58905@outlook.com,14,19,15,6,3,15,10,6,2,9,13,18,13,2,9,"P02,P12,P03,P06,P01,P11"
zmswq8vv@gmail.com,3,15,9,12,2,10,10,10,6,6,12,5,11,13,6,"P02,P14,P04,P11,P13,P06"
hp2socw6@yahoo.com,2,8,3,2,8,3,8,12,11,7,14,8,13,5,9,"P11,P13,P08,P09,P15,P02"
o97jdqpl@connect.np.edu.sg,14,18,18,1,1,16,10,5,0,5,4,11,20,15,15,"P13,P02,P03,P06,P11,P15"
q0jv9zjc@connect.np.edu.sg,11,2,15,14,6,16,11,19,12,20,10,2,17,17,1,"P10,P08,P13,P14,P06,P03"
kfgmbbq9@yahoo.com,12,4,9,2,16,19,14,9,12,11,20,18,12,11,14,"P11,P06,P12,P05,P07,P15"
7le1ec9a@outlook.com,7,11,20,14,18,7,0,18,7,0,7,2,1,11,2,"P03,P05,P08,P04,P02,P14"
k4v5mex0@gmail.com,13,6,4,19,20,6,11,11,3,0,10,18,9,10,13,"P05,P04,P12,P01,P15,P07"
jocap9ka@connect.np.edu.sg,17,5,20,18,16,19,0,17,20,17,19,12,12,18,11,"P03,P09,P06,P11,P04,P14"
sacf7yv0@yahoo.com,19,12,17,15,10,8,9,4,11,20,18,17,15,13,6,"P10,P01,P11,P03,P12,P04"
rtlf1j8v@gmail.com,17,20,17,5,2,8,13,17,12,2,9,3,17,3,18,"P02,P15,P01,P03,P08,P13"
ej173a6x@outlook.com,12,4,11,13,13,19,14,3,15,2,17,7,18,13,18,"P06,P13,P15,P11,P09,P07"
wirvcpeo@connect.np.edu.sg,20,7,19,10,6,2,12,11,18,2,19,14,7,12,3,"P01,P03,P11,P09,P12,P07"
69bsjmfp@gmail.com,0,4,10,15,17,7,14,14,10,0,1,17,0,2,2,"P05,P12,P04,P07,P08,P01"
c1uqo9au@outlook.com,19,3,7,1,4,0,5,13,6,17,11,6,10,2,8,"P01,P10,P14,P11,P13,P15"
ltm50i8b@connect.np.edu.sg,4,14,19,6,14,4,0,2,12,7,6,9,18,12,18,"P03,P13,P15,P02,P05,P09"
dypnpjl1@connect.np.edu.sg,15,13,7,4,4,13,20,8,7,20,8,10,7,2,6,"P07,P10,P01,P11,P06,P12"
w9g83aek@outlook.com,17,1,10,13,2,1,7,10,2,6,6,3,10,15,10,"P01,P14,P04,P03,P08,P13"
p0s476nh@yahoo.com,6,15,20,8,6,15,14,12,5,16,2,13,12,10,18,"P03,P15,P10,P02,P06,P07"
ufbksjlx@outlook.com,4,1,9,5,13,6,6,12,5,8,18,6,7,6,12,"P11,P05,P08,P15,P03,P10"
dq9999b6@gmail.com,9,5,4,10,8,18,13,10,2,5,17,8,19,2,13,"P13,P06,P11,P07,P15,P04"
1jgtxd9h@connect.np.edu.sg,13,12,1,12,13,1,4,6,16,1,10,19,18,17,9,"P12,P13,P14,P09,P01,P05"
r9k9ljm1@connect.np.edu.sg,1,15,10,12,8,0,4,14,18,18,11,5,14,16,18,"P09,P10,P15,P14,P02,P08"
7ho1hn3m@connect.np.edu.sg,7,19,13,18,13,8,7,16,10,12,13,3,20,15,4,"P13,P02,P04,P08,P14,P03"
xacz8fra@gmail.com,19,6,18,3,19,10,6,4,19,0,18,5,5,7,4,"P01,P05,P09,P03,P11,P06"
0o2t6aos@outlook.com,2,13,20,14,11,15,7,15,8,10,7,17,7,5,16,"P03,P12,P15,P06,P08,P04"
uwk31bcp@connect.np.edu.sg,16,19,10,16,6,6,2,4,14,6,14,13,13,9,3,"P02,P01,P04,P09,P11,P12"
176x2sii@yahoo.com,7,9,0,8,17,17,8,12,7,5,13,14,17,2,12,"P05,P06,P13,P12,P07,P08"
ord5g0oc@gmail.com,3,11,13,1,19,9,16,3,4,17,15,8,3,2,10,"P05,P10,P07,P11,P03,P02"
t6hosxl0@yahoo.com,13,12,5,11,9,1,2,20,14,12,15,13,4,17,20,"P08,P15,P14,P11,P09,P01"
qseps8mf@outlook.com,2,11,6,17,18,7,16,9,6,19,8,9,19,16,11,"P05,P13,P05,P04,P07,P14"
6z63ew9t@connect.np.edu.sg,2,2,13,18,1,20,12,1,2,18,12,0,0,17,13,"P06,P04,P10,P14,P03,P15"
nyen4dv9@yahoo.com,6,19,1,4,0,11,1,0,9,9,2,13,6,16,19,"P02,P15,P14,P12,P06,P09"
m2afgegd@gmail.com,4,20,15,12,16,20,19,8,5,2,11,4,18,11,10,"P02,P06,P07,P13,P05,P03"
nagfj4ly@outlook.com,1,3,4,10,2,4,13,14,17,5,13,16,19,0,1,"P13,P09,P12,P08,P07,P11"
jkpdvivd@gmail.com,4,1,20,19,3,19,0,20,8,14,17,4,10,20,0,"P03,P08,P04,P04,P06,P11"
j5cl0mv4@yahoo.com,18,11,15,2,10,6,13,16,3,4,10,10,0,15,0,"P01,P08,P03,P14,P07,P02"
7f3yr7hf@gmail.com,5,2,17,8,2,14,17,15,13,18,20,5,10,4,3,"P11,P10,P03,P07,P09,P06"
h5lqyvyd@outlook.com,2,19,9,12,11,13,6,1,11,9,20,3,6,6,15,"P11,P02,P15,P06,P04,P05"
7digocek@connect.np.edu.sg,6,15,2,13,7,7,11,11,20,0,12,3,20,1,6,"P09,P13,P02,P04,P11,P07"
2gru9t67@gmail.com,15,2,14,8,2,3,18,15,17,13,12,2,13,0,11,"P07,P09,P01,P08,P03,P10"
njqbt4lk@outlook.com,13,7,6,2,10,4,1,15,9,9,14,6,14,2,9,"P08,P11,P13,P01,P05,P09"
u1mo75m4@yahoo.com,14,6,18,3,9,12,5,12,11,20,13,0,13,13,0,"P10,P03,P01,P11,P13,P14"
l814uril@yahoo.com,8,8,4,19,12,7,16,14,19,9,11,0,15,9,9,"P04,P09,P07,P13,P08,P05"
124hmgud@outlook.com,3,8,1,17,10,18,17,10,17,5,5,4,1,17,5,"P06,P04,P07,P09,P14,P05"
4gwdc8ad@connect.np.edu.sg,7,14,16,18,1,7,16,11,20,2,16,2,17,4,1,"P09,P04,P13,P03,P07,P11"
0e0p5vuu@gmail.com,10,10,20,19,18,5,1,13,11,19,1,8,16,5,19,"P03,P04,P10,P15,P05,P13"
r105h4ii@gmail.com,10,3,13,1,0,7,5,13,8,8,16,10,14,10,8,"P11,P13,P03,P08,P01,P12"
i66e8ayy@outlook.com,15,9,18,12,6,16,6,15,17,18,20,20,5,7,9,"P15,P12,P03,P10,P09,P06"
e6knneug@yahoo.com,15,16,14,18,9,6,20,10,8,0,14,5,10,18,0,"P07,P04,P14,P02,P01,P03"
wgcy3moi@connect.np.edu.sg,8,6,11,8,7,7,7,16,0,14,10,3,6,19,1,"P14,P08,P10,P03,P11,P01"
sey0alx2@gmail.com,11,3,12,12,19,12,6,9,0,12,13,15,4,19,0,"P05,P14,P12,P11,P03,P04"
ieuxw5xr@yahoo.com,9,11,10,6,16,12,4,11,3,12,5,17,10,20,15,"P14,P12,P05,P15,P06,P10"
q2eioem6@gmail.com,19,2,10,7,5,5,6,15,8,4,0,14,8,20,5,"P14,P01,P08,P12,P03,P09"
3ma5t9fg@gmail.com,16,12,7,18,12,8,0,19,8,6,13,11,10,1,15,"P08,P04,P01,P15,P11,P02"
rtwodmkw@outlook.com,13,9,13,17,11,5,6,1,10,5,9,9,4,4,19,"P15,P04,P01,P03,P05,P09"
x0dy96m8@gmail.com,0,8,6,7,19,8,11,8,1,9,15,7,7,10,4,"P05,P11,P07,P14,P10,P02"
p6fpe66s@yahoo.com,19,6,14,17,5,17,12,7,5,15,10,10,19,11,16,"P01,P13,P04,P06,P15,P10"
n484t9et@gmail.com,0,15,1,17,6,18,2,14,4,3,15,20,2,1,9,"P12,P06,P04,P02,P03,P08"
2lreowsd@connect.np.edu.sg,17,16,11,15,3,3,5,20,15,10,6,1,15,19,10,"P08,P14,P01,P02,P04,P09"
010gf6q8@connect.np.edu.sg,8,2,16,5,17,3,16,5,10,14,8,19,4,5,16,"P12,P05,P03,P07,P15,P10"
ztnpszkw@outlook.com,0,7,16,14,12,0,3,16,11,10,20,20,5,3,11,"P14,P12,P03,P08,P04,P05"
2mifwul6@yahoo.com,14,6,17,16,12,19,12,7,0,4,10,13,0,13,14,"P06,P03,P04,P01,P15,P12"
exl51b7d@gmail.com,16,3,7,15,5,3,19,19,18,5,1,10,5,20,16,"P15,P07,P08,P09,P01,P15"
8rsggzmp@gmail.com,7,3,9,7,0,0,6,20,16,19,15,1,10,16,7,"P08,P10,P09,P14,P11,P13"
edti10z7@yahoo.com,8,9,8,5,1,0,2,13,12,5,14,17,11,19,5,"P14,P12,P11,P08,P09,P13"
a8vursu2@yahoo.com,1,4,20,6,20,17,11,18,7,12,1,13,9,8,20,"P03,P05,P15,P08,P06,P12"
7y4pe8iv@yahoo.com,19,5,12,1,9,19,12,14,14,7,9,4,5,11,11,"P01,P06,P08,P09,P03,P07"
y3qa7qn0@connect.np.edu.sg,17,11,7,15,14,2,10,19,4,19,18,2,11,16,3,"P08,P10,P11,P01,P14,P04"
7uwmxct6@outlook.com,0,0,13,15,8,3,12,10,13,18,9,3,16,15,11,"P10,P13,P04,P14,P03,P09"
fk1u1j5d@gmail.com,16,7,16,4,18,10,10,17,12,1,9,5,4,1,20,"P15,P05,P08,P01,P03,P09"
753987dr@connect.np.edu.sg,12,7,6,9,2,1,2,8,8,8,17,14,11,2,19,"P15,P11,P12,P01,P13,P04"
542q4rd6@outlook.com,14,3,4,14,18,14,4,13,7,5,6,11,17,13,8,"P05,P13,P01,P04,P06,P08"
04xzqizo@gmail.com,3,6,13,3,2,5,15,16,13,7,0,5,2,17,14,"P14,P08,P07,P15,P03,P09"
jjak13pi@yahoo.com,2,17,12,10,3,13,18,20,12,2,1,12,18,4,15,"P08,P07,P13,P02,P15,P06"
zznxcvkh@gmail.com,6,15,19,3,14,17,4,16,7,1,20,13,14,13,16,"P11,P03,P03,P08,P15,P02"
vdl06xgm@connect.np.edu.sg,12,10,8,17,12,4,6,1,10,20,12,0,6,7,8,"P10,P04,P01,P05,P11,P02"
v9rahyne@gmail.com,18,14,6,9,10,9,16,20,17,0,17,8,13,2,17,"P08,P01,P09,P11,P15,P07"
b83a4o7w@connect.np.edu.sg,13,15,2,5,15,12,19,6,13,17,7,3,15,17,18,"P07,P15,P10,P14,P02,P05"
dhfqbh0w@yahoo.com,4,5,11,16,11,12,3,1,2,7,15,6,14,8,13,"P04,P11,P13,P15,P06,P03"
gd4m2rcr@gmail.com,17,14,2,9,12,2,8,9,14,6,3,20,13,1,11,"P12,P01,P02,P09,P13,P05"
hvt7xk5b@yahoo.com,0,5,5,16,15,7,20,19,20,13,14,7,18,18,18,"P07,P09,P08,P13,P14,P15"
wuuqe8rn@gmail.com,18,14,3,9,4,14,16,7,14,16,18,10,14,6,4,"P01,P11,P07,P10,P02,P06"
xpkc6mya@connect.np.edu.sg,7,14,9,16,17,17,5,2,7,15,17,20,0,18,0,"P13,P14,P05,P06,P11,P04"
pua1nnzm@gmail.com,12,15,12,6,15,5,1,7,3,1,4,19,15,0,18,"P12,P01,P02,P05,P13,P01"
jo32b64x@yahoo.com,2,11,19,3,12,20,5,4,4,17,18,9,0,13,9,"P06,P03,P11,P10,P14,P05"
hzopyxds@yahoo.com,10,19,0,9,18,2,5,19,17,20,5,4,12,6,0,"P10,P02,P08,P05,P09,P13"
4v0cvzok@gmail.com,2,16,20,4,7,16,16,7,16,8,7,20,4,16,11,"P03,P02,P02,P06,P07,P09"
xdu3r6vh@gmail.com,14,20,17,19,9,3,5,0,0,0,11,18,10,17,19,"P02,P04,P15,P12,P03,P14"
mfkwvglf@gmail.com,7,11,4,14,6,4,14,10,14,9,17,17,1,9,18,"P15,P11,P12,P04,P07,P09"
pheb809i@outlook.com,15,17,18,7,8,8,10,2,1,14,13,12,5,2,6,"P03,P02,P01,P10,P11,P12"
kxlm0yog@gmail.com,2,10,19,18,9,14,19,20,6,16,14,19,10,5,4,"P08,P03,P07,P12,P04,P10"
knzweohy@gmail.com,5,6,16,19,7,10,5,12,3,9,15,12,3,7,11,"P04,P03,P11,P08,P12,P15"
9kk46uw4@outlook.com,10,13,13,2,6,10,8,1,10,0,14,15,12,7,4,"P12,P11,P02,P03,P13,P01"
jeak5jy4@yahoo.com,6,11,5,11,3,13,16,20,18,10,15,14,3,16,7,"P08,P09,P07,P14,P11,P12"
3p95eyo6@gmail.com,20,14,18,7,1,9,4,18,16,12,2,16,10,13,3,"P01,P03,P08,P09,P12,P02"
v6ric57o@outlook.com,7,18,1,18,7,17,19,17,6,18,4,7,14,5,7,"P07,P02,P04,P10,P06,P08"
giwc1gqi@gmail.com,18,15,17,8,1,11,0,12,18,6,6,9,0,2,7,"P01,P09,P03,P02,P08,P06"
8dnbp1fi@yahoo.com,4,16,8,12,0,9,12,6,5,10,0,6,6,20,1,"P14,P02,P04,P07,P10,P06"
ovtx9v5v@gmail.com,11,10,9,11,8,14,17,6,20,15,15,2,3,4,8,"P09,P07,P10,P11,P06,P01"
98c3vv32@yahoo.com,18,20,4,11,12,8,6,6,17,2,13,19,16,5,12,"P02,P12,P01,P09,P13,P11"
54b2xwtm@yahoo.com,8,19,18,14,2,2,11,8,17,4,18,17,6,8,4,"P02,P03,P11,P09,P12,P04"
qw92wpbt@outlook.com,12,4,11,5,8,6,0,19,16,8,12,20,1,3,13,"P12,P08,P09,P15,P01,P11"
lfb5iu9a@yahoo.com,2,19,9,4,15,19,13,11,12,2,1,20,11,0,2,"P12,P02,P06,P05,P07,P09"
tqwr5krq@gmail.com,14,15,4,10,5,10,18,10,7,18,13,0,9,18,19,"P15,P07,P10,P14,P02,P01"
cvh2mkso@yahoo.com,2,16,2,10,3,16,17,4,18,6,6,14,20,18,4,"P13,P09,P14,P07,P02,P06"
9vmh5fgb@outlook.com,14,7,3,17,6,20,17,17,2,14,16,9,5,4,20,"P06,P15,P04,P07,P08,P11"
1a3bos8e@outlook.com,11,1,14,18,11,8,8,1,8,0,1,6,13,18,20,"P15,P04,P14,P03,P13,P11"
pmf7r50v@yahoo.com,14,18,9,18,10,9,15,4,1,8,20,5,7,20,9,"P11,P14,P02,P04,P07,P01"
mzk4t5e0@yahoo.com,11,13,3,9,11,5,12,20,14,13,15,19,6,13,4,"P08,P12,P11,P09,P02,P10"
83qh4i0u@connect.np.edu.sg,8,16,20,18,11,1,9,6,13,1,8,13,2,4,3,"P03,P04,P02,P09,P12,P05"
pzl9qics@connect.np.edu.sg,4,3,3,8,17,18,15,5,13,14,18,16,15,15,10,"P06,P11,P08,P12,P07,P13"
g8xloe7l@outlook.com,4,18,0,15,15,3,11,4,6,14,12,6,11,16,5,"P02,P14,P04,P05,P10,P11"
kbw4y0l9@yahoo.com,11,9,11,20,3,20,9,10,3,2,5,7,20,14,4,"P04,P06,P13,P14,P01,P03"
wnqplyqz@gmail.com,9,16,9,6,11,16,10,17,18,9,0,17,19,12,19,"P13,P15,P09,P08,P12,P02"
jp6swyg5@outlook.com,2,20,18,7,18,16,7,15,19,16,0,1,20,0,15,"P02,P13,P09,P03,P05,P06"
jdgnswta@gmail.com,0,10,20,16,19,11,8,19,4,18,16,18,13,15,8,"P03,P05,P08,P10,P12,P04"
fxrnarar@gmail.com,4,2,0,13,4,8,10,18,12,10,16,6,17,12,14,"P08,P13,P11,P15,P04,P09"
7nbuq36o@connect.np.edu.sg,8,2,11,17,18,11,8,7,10,18,14,11,18,2,5,"P05,P10,P13,P04,P11,P03"
oh9l3p8v@outlook.com,11,3,11,2,15,4,10,11,8,20,1,9,6,16,0,"P10,P14,P05,P01,P03,P08"
i35f6sar@connect.np.edu.sg,16,8,7,19,13,20,18,16,10,15,12,19,14,5,4,"P06,P04,P12,P07,P01,P08"
k3t1bjp7@gmail.com,6,1,8,1,6,0,8,16,20,6,9,2,20,3,5,"P09,P13,P08,P11,P03,P07"
aii889nv@yahoo.com,16,5,4,20,12,9,18,18,16,20,11,14,10,9,4,"P04,P10,P07,P08,P01,P09"
yesm8grp@connect.np.edu.sg,2,1,12,7,0,11,10,8,20,7,9,15,12,13,2,"P09,P12,P14,P03,P13,P06"
kssdddry@connect.np.edu.sg,7,0,9,1,1,5,19,18,6,7,1,7,6,6,11,"P07,P08,P15,P03,P01,P10"
z76ero3f@connect.np.edu.sg,20,13,16,13,10,6,10,6,1,14,6,19,9,3,3,"P01,P12,P03,P10,P02,P04"
p3yd8okk@outlook.com,15,4,7,9,7,5,1,8,20,7,16,9,0,13,9,"P05,P11,P01,P14,P04,P12"
95i04d1v@gmail.com,14,1,2,13,13,11,5,19,19,11,8,6,14,18,0,"P08,P09,P14,P01,P13,P04"
0tuwzza3@gmail.com,7,7,17,12,16,15,0,12,14,0,1,15,18,11,19,"P15,P13,P03,P05,P06,P12"
ztpxm1re@yahoo.com,11,5,13,12,15,14,6,6,5,18,15,12,14,0,20,"P15,P10,P05,P11,P06,P13"
6a8n913u@yahoo.com,6,6,19,10,10,16,4,20,11,5,14,6,9,19,12,"P08,P03,P14,P06,P11,P15"
0ewvlrmu@yahoo.com,15,5,17,17,6,0,5,14,8,0,18,4,6,18,17,"P11,P14,P03,P04,P15,P01"
kwtdwanr@connect.np.edu.sg,11,10,14,17,12,10,20,16,18,4,18,8,17,1,14,"P07,P09,P11,P04,P13,P08"
2zghqwfp@connect.np.edu.sg,0,17,16,5,11,1,2,4,11,16,10,17,8,2,11,"P02,P12,P03,P10,P05,P09"
6qrxyeph@gmail.com,4,16,3,18,1,16,20,2,3,2,0,13,15,9,1,"P07,P04,P02,P06,P13,P11"
e3veviqj@outlook.com,6,5,0,17,15,13,0,19,1,3,12,17,6,3,10,"P08,P04,P12,P05,P06,P11"
giqbt2y5@gmail.com,18,4,15,17,15,16,20,0,6,19,0,9,6,19,19,"P07,P10,P14,P15,P01,P04"
4fhe0lvl@outlook.com,11,10,3,11,1,6,9,11,13,2,8,16,19,0,7,"P13,P12,P09,P01,P04,P08"
k3vg8ozl@yahoo.com,5,1,16,6,20,10,15,8,18,11,17,0,13,4,12,"P05,P09,P11,P07,P07,P13"
fnugg49c@outlook.com,20,17,14,0,8,15,2,7,15,1,15,18,13,2,10,"P01,P12,P02,P06,P09,P11"
eanoz3sp@connect.np.edu.sg,13,19,0,15,15,9,8,19,10,1,14,9,4,18,14,"P02,P08,P14,P04,P05,P11"
ilh7jtc5@gmail.com,13,5,9,16,17,15,13,10,2,16,12,12,6,18,13,"P14,P05,P04,P10,P06,P01"
oc9ly54c@gmail.com,20,6,18,2,17,16,13,6,3,11,18,17,20,19,16,"P01,P13,P14,P03,P11,P05"
7djyv7yg@yahoo.com,5,4,16,6,16,20,20,12,7,2,15,20,0,16,11,"P06,P07,P12,P03,P05,P14"
btfxnanj@gmail.com,7,10,9,15,6,17,19,16,13,9,0,18,15,11,15,"P07,P12,P06,P08,P04,P13"
fpels0yu@yahoo.com,18,5,19,11,4,1,13,5,5,9,12,7,11,4,7,"P03,P01,P07,P11,P04,P13"
yj7tzqku@connect.np.edu.sg,18,12,11,12,17,16,2,11,10,14,19,2,8,16,3,"P11,P01,P05,P06,P14,P10"
6hdovuwr@connect.np.edu.sg,15,10,9,15,19,3,6,3,7,0,19,10,3,13,19,"P11,P11,P15,P01,P04,P14"
drd9rvph@yahoo.com,16,7,15,8,18,9,12,17,20,7,5,11,11,20,19,"P09,P14,P15,P05,P08,P13"
ixsfgw56@yahoo.com,5,12,7,20,4,5,15,18,10,9,20,17,1,12,11,"P04,P11,P08,P12,P07,P02"
